Frame_Index,leg_left_ankle_roll_joint,leg_left_ankle_pitch_joint,leg_left_knee_pitch_joint,leg_left_hip_pitch_joint,leg_left_hip_yaw_joint,leg_left_hip_roll_joint,leg_right_ankle_roll_joint,leg_right_ankle_pitch_joint,leg_right_knee_pitch_joint,leg_right_hip_pitch_joint,leg_right_hip_yaw_joint,leg_right_hip_roll_joint
26,-0.14627,-0.78184,1.55861,-0.68257,0.11303,0.09304,-0.03049,-0.57532,1.13171,-0.45714,0.02359,0.01931
27,-0.14336,-0.78212,1.55914,-0.68261,0.11078,0.09117,-0.02788,-0.57582,1.13275,-0.45764,0.02157,0.01765
28,-0.13873,-0.78253,1.55993,-0.68265,0.10721,0.08821,-0.02373,-0.57657,1.13434,-0.45843,0.01836,0.01502
29,-0.13233,-0.78306,1.56091,-0.68269,0.10228,0.08411,-0.018,-0.57755,1.13642,-0.45947,0.01392,0.01139
30,-0.1241,-0.78365,1.56202,-0.68268,0.09593,0.07884,-0.01063,-0.57871,1.13889,-0.46073,0.00822,0.00673
31,-0.11307,-0.77362,1.54027,-0.67032,0.08742,0.0718,-0.00155,-0.57873,1.13826,-0.46005,0.0012,0.00098
32,-0.0982,-0.73341,1.45386,-0.62334,0.07594,0.06232,0.00929,-0.57538,1.12849,-0.45365,-0.00719,-0.00589
33,-0.08133,-0.67479,1.32839,-0.55575,0.06291,0.05158,0.02192,-0.5704,1.11391,-0.44415,-0.01697,-0.01389
34,-0.06371,-0.61294,1.19644,-0.48502,0.04928,0.04038,0.03642,-0.56561,1.09936,-0.43459,-0.02819,-0.02308
35,-0.04588,-0.5687,1.10218,-0.43451,0.0355,0.02907,0.05275,-0.56264,1.08985,-0.42841,-0.04081,-0.03343
36,-0.02817,-0.56084,1.08522,-0.4251,0.02179,0.01784,0.07028,-0.56233,1.08866,-0.42806,-0.05437,-0.04457
37,-0.0102,-0.55923,1.08142,-0.42274,0.00789,0.00646,0.08821,-0.56199,1.08779,-0.42823,-0.06823,-0.05597
38,0.00753,-0.55707,1.07627,-0.41974,-0.00583,-0.00477,0.10587,-0.5611,1.08556,-0.42774,-0.08187,-0.06722
39,0.02448,-0.5545,1.07003,-0.41621,-0.01895,-0.01551,0.12275,-0.55975,1.08213,-0.42661,-0.0949,-0.07799
40,0.04027,-0.55167,1.06303,-0.41227,-0.03116,-0.02552,0.13844,-0.55808,1.07778,-0.42493,-0.107,-0.08803
41,0.05459,-0.54879,1.05564,-0.4081,-0.04224,-0.0346,0.15266,-0.55627,1.07283,-0.42282,-0.11795,-0.09715
42,0.06726,-0.54604,1.04824,-0.40384,-0.05203,-0.04264,0.16522,-0.55448,1.06762,-0.42039,-0.12763,-0.10523
43,0.07817,-0.54357,1.04118,-0.39964,-0.06047,-0.04958,0.17604,-0.55285,1.06248,-0.41779,-0.13595,-0.1122
44,0.08733,-0.54151,1.03473,-0.39562,-0.06755,-0.0554,0.18511,-0.55152,1.05766,-0.41512,-0.14292,-0.11806
45,0.0948,-0.53994,1.02906,-0.39186,-0.07331,-0.06015,0.1925,-0.55055,1.05334,-0.41247,-0.14859,-0.12284
46,0.10071,-0.53889,1.02427,-0.3884,-0.07788,-0.06392,0.19834,-0.54999,1.04963,-0.40989,-0.15308,-0.12663
47,0.10526,-0.53834,1.02033,-0.38524,-0.0814,-0.06682,0.20285,-0.54983,1.04654,-0.40741,-0.15654,-0.12955
48,0.1089,-0.53889,1.01909,-0.38364,-0.08421,-0.06914,0.20715,-0.55781,1.06139,-0.41471,-0.15984,-0.13234
49,0.11174,-0.54342,1.02975,-0.38992,-0.0864,-0.07095,0.21465,-0.6047,1.16492,-0.47214,-0.1656,-0.13723
50,0.11372,-0.55065,1.04764,-0.40069,-0.08793,-0.07222,0.22416,-0.66667,1.30747,-0.55377,-0.17288,-0.14342
51,0.1147,-0.5584,1.06628,-0.41163,-0.08869,-0.07284,0.23324,-0.71958,1.43783,-0.63226,-0.17983,-0.14936
52,0.11452,-0.5643,1.07945,-0.4189,-0.08855,-0.07273,0.23867,-0.74672,1.519,-0.68694,-0.18399,-0.15291
53,0.11308,-0.56673,1.08321,-0.42015,-0.08743,-0.07181,0.23792,-0.74067,1.53173,-0.70562,-0.18341,-0.15242
54,0.11057,-0.569,1.08611,-0.42064,-0.08549,-0.0702,0.23519,-0.72896,1.53379,-0.71907,-0.18132,-0.15063
55,0.10701,-0.5718,1.08973,-0.42127,-0.08275,-0.06794,0.2313,-0.71717,1.536,-0.73262,-0.17835,-0.14809
56,0.10238,-0.57516,1.09396,-0.4219,-0.07917,-0.06498,0.22622,-0.70592,1.53831,-0.74559,-0.17445,-0.14477
57,0.09661,-0.57893,1.09826,-0.42214,-0.07472,-0.06131,0.21969,-0.69474,1.53809,-0.75582,-0.16945,-0.14051
58,0.08949,-0.57968,1.09357,-0.41639,-0.06922,-0.05677,0.20783,-0.66022,1.47859,-0.72957,-0.16036,-0.13278
59,0.08102,-0.5779,1.08074,-0.40498,-0.06267,-0.05139,0.19194,-0.60367,1.36195,-0.6679,-0.14816,-0.12248
60,0.07127,-0.57615,1.06589,-0.39151,-0.05513,-0.04519,0.17516,-0.54005,1.22347,-0.59151,-0.13527,-0.11163
61,0.06024,-0.57691,1.0555,-0.38001,-0.04661,-0.03818,0.15953,-0.48982,1.10941,-0.52639,-0.12325,-0.10157
62,0.04804,-0.58223,1.05587,-0.37473,-0.03717,-0.03044,0.14622,-0.47968,1.07821,-0.50431,-0.11299,-0.09302
63,0.0347,-0.58934,1.06026,-0.37174,-0.02685,-0.02198,0.13296,-0.48663,1.08225,-0.50049,-0.10277,-0.08452
64,0.02037,-0.59644,1.06403,-0.36822,-0.01576,-0.0129,0.11869,-0.49356,1.08563,-0.49605,-0.09177,-0.0754
65,0.00515,-0.60339,1.06697,-0.36411,-0.00398,-0.00326,0.10352,-0.50037,1.08815,-0.49093,-0.08005,-0.06571
66,-0.01061,-0.60999,1.06885,-0.35941,0.00821,0.00672,0.0878,-0.50686,1.08959,-0.48514,-0.06791,-0.0557
67,-0.02668,-0.61613,1.06954,-0.35411,0.02064,0.0169,0.07175,-0.51293,1.08986,-0.47871,-0.05551,-0.0455
68,-0.04279,-0.62172,1.06898,-0.34824,0.03311,0.02711,0.05564,-0.51851,1.08891,-0.47168,-0.04305,-0.03527
69,-0.05866,-0.62671,1.06718,-0.34184,0.04538,0.03718,0.03974,-0.52354,1.08677,-0.46414,-0.03075,-0.02519
70,-0.07401,-0.63106,1.06421,-0.33501,0.05725,0.04693,0.02436,-0.52801,1.08354,-0.45619,-0.01885,-0.01544
71,-0.08852,-0.63481,1.06022,-0.32786,0.06847,0.05616,0.0098,-0.53194,1.0794,-0.448,-0.00758,-0.00621
72,-0.10191,-0.63801,1.05546,-0.32053,0.0788,0.06468,-0.00365,-0.53539,1.07461,-0.43974,0.00282,0.0023
73,-0.11386,-0.64075,1.05021,-0.31317,0.08803,0.0723,-0.01566,-0.53846,1.06949,-0.43161,0.01212,0.00992
74,-0.12518,-0.66121,1.08557,-0.32873,0.09677,0.07954,-0.02602,-0.5424,1.06882,-0.4271,0.02013,0.01647
75,-0.13768,-0.71789,1.20644,-0.39374,0.1064,0.08753,-0.03476,-0.54894,1.07864,-0.43052,0.02689,0.02201
76,-0.15048,-0.78065,1.35139,-0.47684,0.11626,0.09574,-0.04193,-0.55679,1.09356,-0.43772,0.03244,0.02656
77,-0.16189,-0.82614,1.47376,-0.55461,0.12505,0.10307,-0.04752,-0.56416,1.10789,-0.4448,0.03676,0.03011
78,-0.16938,-0.83709,1.53816,-0.60866,0.13082,0.1079,-0.05148,-0.56901,1.11596,-0.44812,0.03983,0.03262
79,-0.17215,-0.81605,1.54535,-0.63713,0.13295,0.10968,-0.05383,-0.57105,1.117,-0.44718,0.04164,0.03411
80,-0.17303,-0.79211,1.5502,-0.666,0.13363,0.11025,-0.05456,-0.57332,1.11876,-0.44669,0.04221,0.03457
81,-0.1724,-0.76727,1.55407,-0.69466,0.13314,0.10984,-0.05392,-0.57595,1.12123,-0.44651,0.04172,0.03417
82,-0.17014,-0.7428,1.55683,-0.72169,0.1314,0.10839,-0.05183,-0.57906,1.12431,-0.44642,0.0401,0.03284
83,-0.16552,-0.71464,1.54602,-0.73867,0.12785,0.10541,-0.04824,-0.58197,1.12585,-0.44497,0.03732,0.03056
84,-0.15577,-0.66034,1.46554,-0.71171,0.12034,0.09914,-0.04304,-0.58143,1.11703,-0.43657,0.0333,0.02726
85,-0.14305,-0.59081,1.33723,-0.65198,0.11054,0.09097,-0.03627,-0.5791,1.10158,-0.42332,0.02806,0.02297
86,-0.12959,-0.52252,1.19869,-0.58082,0.10017,0.08236,-0.02794,-0.57749,1.08554,-0.40876,0.02161,0.01769
87,-0.11682,-0.47819,1.10083,-0.52652,0.09032,0.07419,-0.01805,-0.57901,1.07541,-0.39699,0.01397,0.01143
88,-0.1052,-0.47767,1.08835,-0.51392,0.08134,0.06678,-0.00676,-0.58497,1.07556,-0.39112,0.00523,0.00428
89,-0.09271,-0.4845,1.09003,-0.50816,0.0717,0.05882,0.00575,-0.59162,1.07703,-0.38594,-0.00446,-0.00365
90,-0.07923,-0.49117,1.09097,-0.50186,0.06128,0.05024,0.01925,-0.59813,1.07785,-0.38033,-0.0149,-0.0122
91,-0.06502,-0.49755,1.09098,-0.49499,0.0503,0.04122,0.03346,-0.60435,1.07781,-0.37426,-0.0259,-0.02121
92,-0.05036,-0.50353,1.08997,-0.48758,0.03896,0.03191,0.04811,-0.61015,1.07678,-0.36772,-0.03723,-0.03049
93,-0.03553,-0.50904,1.08788,-0.47968,0.02749,0.02251,0.06292,-0.61545,1.07469,-0.36073,-0.04868,-0.03989
94,-0.02012,-0.51419,1.08459,-0.47102,0.01557,0.01275,0.07828,-0.62035,1.0714,-0.35307,-0.06056,-0.04965
95,-0.00553,-0.51867,1.08038,-0.46224,0.00428,0.0035,0.09281,-0.62455,1.06715,-0.34523,-0.07179,-0.05889
96,0.00842,-0.52264,1.07535,-0.45325,-0.00652,-0.00534,0.1067,-0.62818,1.062,-0.33713,-0.08251,-0.06774
97,0.02147,-0.52614,1.06971,-0.44421,-0.01662,-0.0136,0.11967,-0.63129,1.05616,-0.3289,-0.09252,-0.07602
98,0.03334,-0.52926,1.06374,-0.43529,-0.0258,-0.02112,0.13146,-0.63397,1.04988,-0.32068,-0.10161,-0.08356
99,0.04376,-0.53212,1.05785,-0.42673,-0.03386,-0.02773,0.14181,-0.63657,1.04405,-0.31295,-0.1096,-0.09019
100,0.05265,-0.53683,1.06002,-0.42439,-0.04074,-0.03337,0.1528,-0.66979,1.10841,-0.34488,-0.11806,-0.09724
101,0.06009,-0.54397,1.07162,-0.42906,-0.04649,-0.03809,0.1653,-0.7311,1.24185,-0.418,-0.12768,-0.10528
102,0.06606,-0.552,1.08686,-0.43645,-0.05111,-0.04188,0.17791,-0.791,1.38436,-0.50169,-0.13739,-0.11341
103,0.07051,-0.55905,1.10003,-0.44272,-0.05455,-0.0447,0.18841,-0.82826,1.49349,-0.57452,-0.14545,-0.12019
104,0.07334,-0.56298,1.10537,-0.44423,-0.05673,-0.0465,0.19378,-0.82695,1.53541,-0.61826,-0.14958,-0.12367
105,0.07464,-0.56521,1.10658,-0.44325,-0.05774,-0.04733,0.19529,-0.80453,1.54059,-0.646,-0.15074,-0.12465
106,0.07453,-0.5678,1.10876,-0.44285,-0.05766,-0.04726,0.19524,-0.78045,1.54519,-0.67468,-0.1507,-0.12462
107,0.07302,-0.57084,1.11176,-0.44275,-0.05649,-0.0463,0.19363,-0.75588,1.54888,-0.70279,-0.14947,-0.12357
108,0.07004,-0.57441,1.11543,-0.44275,-0.05418,-0.0444,0.19039,-0.73208,1.55158,-0.72898,-0.14697,-0.12147
109,0.06559,-0.57682,1.11499,-0.43975,-0.05074,-0.04158,0.1838,-0.69789,1.52431,-0.73528,-0.14191,-0.11721
110,0.05955,-0.57585,1.10421,-0.42976,-0.04607,-0.03775,0.17197,-0.638,1.427,-0.69681,-0.13282,-0.10957
111,0.05197,-0.57382,1.08854,-0.41591,-0.04021,-0.03294,0.15783,-0.56725,1.2918,-0.63121,-0.12193,-0.10047
112,0.04288,-0.57327,1.07421,-0.40191,-0.03318,-0.02717,0.14362,-0.50337,1.15926,-0.56149,-0.11098,-0.09135
113,0.03233,-0.57656,1.06784,-0.39206,-0.02502,-0.02048,0.13072,-0.47157,1.08533,-0.51849,-0.10105,-0.08309
114,0.02048,-0.58361,1.0703,-0.38732,-0.01585,-0.01297,0.11885,-0.47762,1.08581,-0.51218,-0.09188,-0.07549
115,0.00747,-0.59076,1.07262,-0.38239,-0.00579,-0.00474,0.10589,-0.48491,1.08829,-0.50665,-0.08188,-0.06722
116,-0.00642,-0.59775,1.07425,-0.37704,0.00497,0.00407,0.09202,-0.49202,1.09,-0.50058,-0.07117,-0.05839
117,-0.02096,-0.60441,1.07501,-0.37123,0.01621,0.01327,0.0775,-0.49881,1.09077,-0.49396,-0.05996,-0.04916
118,-0.03585,-0.61063,1.07475,-0.36496,0.02774,0.02271,0.06261,-0.50518,1.0905,-0.4868,-0.04844,-0.0397
119,-0.05083,-0.61633,1.07341,-0.35824,0.03933,0.03221,0.04762,-0.51104,1.08914,-0.47917,-0.03685,-0.03018
120,-0.06561,-0.62144,1.07099,-0.35113,0.05075,0.04159,0.03281,-0.51637,1.08672,-0.47113,-0.02539,-0.02079
121,-0.07991,-0.62596,1.06756,-0.3437,0.06181,0.05067,0.01847,-0.52115,1.08335,-0.4628,-0.0143,-0.01171
122,-0.09344,-0.6299,1.06328,-0.33605,0.07227,0.05929,0.00488,-0.52541,1.07919,-0.45431,-0.00378,-0.0031
123,-0.10729,-0.63361,1.05779,-0.32753,0.08296,0.06811,-0.00904,-0.52953,1.07393,-0.44494,0.00699,0.00572
124,-0.11888,-0.63659,1.05221,-0.31961,0.09191,0.07551,-0.0207,-0.53294,1.06868,-0.43637,0.01601,0.01311
125,-0.12922,-0.64347,1.05605,-0.31721,0.09988,0.08212,-0.03085,-0.53632,1.06446,-0.42889,0.02387,0.01954
126,-0.1406,-0.6883,1.14745,-0.36454,0.10865,0.0894,-0.03946,-0.5421,1.07037,-0.42917,0.03053,0.02499
127,-0.15292,-0.75187,1.28874,-0.44316,0.11815,0.09731,-0.04657,-0.54984,1.08391,-0.43512,0.03603,0.0295
128,-0.16474,-0.80719,1.42544,-0.52547,0.12725,0.10491,-0.05219,-0.55792,1.09934,-0.4426,0.04038,0.03307
129,-0.17379,-0.83492,1.51871,-0.59177,0.13421,0.11074,-0.05627,-0.56437,1.11098,-0.4479,0.04353,0.03565
130,-0.17759,-0.82326,1.54196,-0.627,0.13713,0.11319,-0.05873,-0.56743,1.11406,-0.448,0.04544,0.03722
131,-0.17876,-0.80022,1.54704,-0.65523,0.13803,0.11395,-0.05973,-0.56977,1.11557,-0.44719,0.0462,0.03785
132,-0.17836,-0.77579,1.55135,-0.68393,0.13772,0.11369,-0.0593,-0.57245,1.11792,-0.44685,0.04588,0.03758
133,-0.17638,-0.75119,1.55462,-0.71163,0.1362,0.11241,-0.05746,-0.57557,1.12096,-0.44672,0.04445,0.03641
134,-0.17277,-0.72756,1.55644,-0.73677,0.13343,0.11008,-0.05418,-0.57917,1.12443,-0.44651,0.04192,0.03433
135,-0.16476,-0.68477,1.50683,-0.72928,0.12727,0.10492,-0.04936,-0.58032,1.12038,-0.44117,0.03819,0.03127
136,-0.15257,-0.62011,1.39493,-0.68108,0.11788,0.09709,-0.04299,-0.57864,1.10724,-0.42957,0.03326,0.02723
137,-0.13873,-0.54916,1.25563,-0.61173,0.10722,0.08821,-0.03499,-0.57659,1.09091,-0.41514,0.02707,0.02216
138,-0.12523,-0.49137,1.13307,-0.54608,0.09681,0.07957,-0.02554,-0.57666,1.07762,-0.40164,0.01976,0.01617
139,-0.11306,-0.47382,1.08691,-0.51675,0.08742,0.0718,-0.01465,-0.5811,1.07401,-0.39349,0.01134,0.00928
140,-0.10092,-0.48082,1.08903,-0.51124,0.07804,0.06405,-0.00247,-0.58791,1.07588,-0.38849,0.00191,0.00156
141,-0.08769,-0.48771,1.09048,-0.50519,0.06782,0.05562,0.01078,-0.59464,1.07719,-0.38309,-0.00835,-0.00684
142,-0.07362,-0.49435,1.09108,-0.49858,0.05695,0.04668,0.02486,-0.60113,1.07771,-0.37725,-0.01924,-0.01576
143,-0.05898,-0.50063,1.09067,-0.49141,0.04563,0.03738,0.0395,-0.60724,1.07727,-0.37093,-0.03057,-0.02503
144,-0.04405,-0.50645,1.08918,-0.48373,0.03408,0.02791,0.05441,-0.61288,1.07579,-0.36416,-0.0421,-0.03449
145,-0.0291,-0.51175,1.0866,-0.47558,0.02251,0.01843,0.06933,-0.61797,1.07322,-0.35695,-0.05364,-0.04396
146,-0.01441,-0.51651,1.08301,-0.46707,0.01115,0.00913,0.08397,-0.62247,1.0696,-0.34938,-0.06495,-0.05327
147,-0.00028,-0.52074,1.07853,-0.45832,0.00022,0.00018,0.09804,-0.62639,1.06504,-0.34154,-0.07582,-0.06222
148,0.01302,-0.52447,1.07337,-0.44947,-0.01008,-0.00825,0.11127,-0.62976,1.05973,-0.33353,-0.08604,-0.07066
149,0.02522,-0.52777,1.06779,-0.4407,-0.01952,-0.01598,0.12339,-0.63266,1.05389,-0.32549,-0.09539,-0.0784
150,0.03604,-0.53076,1.0621,-0.43219,-0.02789,-0.02284,0.13414,-0.63518,1.04781,-0.31757,-0.10368,-0.08528
151,0.04529,-0.53433,1.05971,-0.42641,-0.03505,-0.0287,0.14413,-0.64999,1.07015,-0.32579,-0.11138,-0.09168
152,0.05302,-0.54061,1.06831,-0.42891,-0.04103,-0.0336,0.1557,-0.70326,1.18256,-0.38578,-0.12029,-0.0991
153,0.05926,-0.54849,1.08303,-0.43593,-0.04585,-0.03756,0.16796,-0.76666,1.32739,-0.4682,-0.12973,-0.10699
154,0.06397,-0.55622,1.09813,-0.44343,-0.04949,-0.04055,0.17911,-0.81563,1.45536,-0.54817,-0.13831,-0.11418
155,0.06706,-0.56176,1.10788,-0.44775,-0.05188,-0.04251,0.18648,-0.83236,1.53014,-0.60689,-0.14397,-0.11894
156,0.06851,-0.56416,1.10979,-0.4473,-0.053,-0.04343,0.18847,-0.81352,1.54102,-0.6368,-0.1455,-0.12023
157,0.06847,-0.56657,1.11195,-0.44705,-0.05297,-0.04341,0.1885,-0.78982,1.54606,-0.66553,-0.14553,-0.12025
158,0.06698,-0.56937,1.11499,-0.44725,-0.05182,-0.04246,0.18691,-0.76507,1.55025,-0.69433,-0.1443,-0.11922
159,0.06401,-0.57265,1.11875,-0.44763,-0.04952,-0.04057,0.18368,-0.74048,1.5534,-0.72177,-0.14182,-0.11714
160,0.05952,-0.57605,1.12197,-0.44731,-0.04605,-0.03772,0.17837,-0.7145,1.54885,-0.74272,-0.13774,-0.1137
161,0.05338,-0.57618,1.1154,-0.44044,-0.0413,-0.03383,0.16777,-0.66372,1.47823,-0.72197,-0.12959,-0.10687
162,0.04562,-0.57416,1.10142,-0.42829,-0.0353,-0.02891,0.15371,-0.59557,1.35494,-0.66571,-0.11876,-0.09783
163,0.03626,-0.57248,1.08599,-0.41435,-0.02806,-0.02297,0.1387,-0.52602,1.21548,-0.59472,-0.1072,-0.08819
164,0.0253,-0.57358,1.07555,-0.40264,-0.01958,-0.01603,0.12432,-0.47658,1.10846,-0.53619,-0.09611,-0.07899
165,0.01295,-0.57921,1.07553,-0.39689,-0.01002,-0.0082,0.11138,-0.47129,1.08715,-0.51943,-0.08612,-0.07073
166,-0.00053,-0.58597,1.07785,-0.39241,0.00041,0.00034,0.09793,-0.47808,1.08941,-0.5142,-0.07574,-0.06215
167,-0.01486,-0.59259,1.07937,-0.38736,0.0115,0.00941,0.08363,-0.48474,1.09082,-0.50832,-0.06469,-0.05305
168,-0.02971,-0.59894,1.07989,-0.38169,0.02299,0.01882,0.06878,-0.49118,1.09124,-0.50175,-0.05322,-0.04361
169,-0.04481,-0.60494,1.07929,-0.37537,0.03467,0.02839,0.05368,-0.4973,1.09058,-0.4945,-0.04154,-0.03403
170,-0.05987,-0.6105,1.07751,-0.36842,0.04632,0.03795,0.0386,-0.50306,1.0888,-0.48663,-0.02987,-0.02446
171,-0.07462,-0.61558,1.07459,-0.36091,0.05772,0.04731,0.02381,-0.50841,1.08597,-0.47822,-0.01843,-0.01509
172,-0.0888,-0.62016,1.07062,-0.35292,0.06868,0.05633,0.00958,-0.51334,1.08219,-0.46939,-0.00742,-0.00607
173,-0.10218,-0.62427,1.06577,-0.34459,0.07901,0.06485,-0.00386,-0.51786,1.07765,-0.46031,0.00299,0.00244
174,-0.11453,-0.62792,1.06024,-0.33607,0.08855,0.07273,-0.01629,-0.522,1.07256,-0.45114,0.0126,0.01031
175,-0.12566,-0.63118,1.05429,-0.32752,0.09713,0.07984,-0.02749,-0.52582,1.06719,-0.44207,0.02127,0.01741
176,-0.13537,-0.63411,1.04821,-0.31913,0.10462,0.08605,-0.03728,-0.52936,1.06182,-0.43332,0.02884,0.02361
177,-0.14521,-0.66105,1.09734,-0.34201,0.11221,0.09236,-0.04558,-0.53426,1.06277,-0.42954,0.03526,0.02887
178,-0.15665,-0.72051,1.22495,-0.41101,0.12102,0.09971,-0.05248,-0.54168,1.07389,-0.43341,0.0406,0.03325
179,-0.16842,-0.78218,1.369,-0.49434,0.13008,0.10728,-0.05799,-0.55018,1.08942,-0.44058,0.04486,0.03675
180,-0.17848,-0.82386,1.48502,-0.56955,0.13782,0.11377,-0.06205,-0.55793,1.10362,-0.44715,0.048,0.03932
181,-0.18405,-0.82896,1.53827,-0.61819,0.1421,0.11736,-0.06457,-0.56282,1.11073,-0.44946,0.04995,0.04092
182,-0.18526,-0.80713,1.54362,-0.64548,0.14303,0.11815,-0.0656,-0.56535,1.11209,-0.44831,0.05074,0.04158
183,-0.18496,-0.78338,1.5483,-0.67388,0.1428,0.11795,-0.06526,-0.56816,1.11434,-0.44774,0.05049,0.04137
184,-0.18314,-0.75891,1.55205,-0.70194,0.1414,0.11678,-0.06357,-0.57135,1.11735,-0.44751,0.04917,0.04029
185,-0.17979,-0.735,1.55476,-0.72826,0.13883,0.11462,-0.0605,-0.575,1.12094,-0.44736,0.0468,0.03834
186,-0.17372,-0.70437,1.53649,-0.74009,0.13415,0.11069,-0.05599,-0.57798,1.12181,-0.44512,0.04331,0.03548
187,-0.16248,-0.6474,1.44728,-0.70691,0.12551,0.10345,-0.04994,-0.57743,1.1121,-0.4358,0.03863,0.03164
188,-0.14868,-0.57737,1.31516,-0.64376,0.11488,0.09459,-0.0424,-0.57542,1.09658,-0.42211,0.0328,0.02686
189,-0.13455,-0.51127,1.1791,-0.57281,0.10399,0.08553,-0.03337,-0.57447,1.08138,-0.4077,0.02582,0.02113
190,-0.12145,-0.47303,1.0925,-0.52362,0.09388,0.07715,-0.02287,-0.57697,1.07306,-0.39674,0.0177,0.01448
191,-0.10947,-0.47648,1.08763,-0.51462,0.08464,0.0695,-0.01105,-0.5836,1.07446,-0.39141,0.00855,0.00699
192,-0.09716,-0.48325,1.08954,-0.50913,0.07513,0.06165,0.0013,-0.59022,1.07619,-0.38649,-0.00101,-0.00083
193,-0.08398,-0.48985,1.09073,-0.50314,0.06495,0.05326,0.01449,-0.59668,1.07729,-0.38118,-0.01122,-0.00919
194,-0.07005,-0.49621,1.09107,-0.49658,0.05419,0.04441,0.02844,-0.6029,1.07758,-0.3754,-0.02201,-0.01802
195,-0.05572,-0.50218,1.09042,-0.48953,0.04311,0.03531,0.04276,-0.60872,1.07694,-0.36919,-0.03309,-0.0271
196,-0.04117,-0.50771,1.08875,-0.48198,0.03186,0.02609,0.05729,-0.61406,1.07529,-0.36255,-0.04432,-0.03631
