Frame_Index,leg_left_ankle_roll_joint,leg_left_ankle_pitch_joint,leg_left_knee_pitch_joint,leg_left_hip_pitch_joint,leg_left_hip_yaw_joint,leg_left_hip_roll_joint,leg_right_ankle_roll_joint,leg_right_ankle_pitch_joint,leg_right_knee_pitch_joint,leg_right_hip_pitch_joint,leg_right_hip_yaw_joint,leg_right_hip_roll_joint
73,0.0747004,-0.5137004,0.9880748,-0.3765168,-0.0577296,-0.0474492,0.0798684,-0.62643,1.2266604,-0.5026272,-0.0618424,-0.0506016
74,0.0713608,-0.5145036,0.9894088,-0.3770108,-0.055142,-0.0453376,0.0765196,-0.6258076,1.2255936,-0.5021452,-0.059256,-0.048474
75,0.0671808,-0.5153984,0.9908392,-0.3775036,-0.051904,-0.0426928,0.0723032,-0.6242364,1.2224908,-0.5005692,-0.0559984,-0.0457964
76,0.0622448,-0.5163144,0.9921884,-0.3778904,-0.0480816,-0.039568,0.067282,-0.62129,1.2164396,-0.4974136,-0.0521184,-0.042608
77,0.0566408,-0.5174724,0.9939224,-0.378418,-0.0437432,-0.0360192,0.0615328,-0.6168388,1.2071764,-0.4925456,-0.0476748,-0.0389576
78,0.0504428,-0.5195096,0.9974116,-0.3798228,-0.0389456,-0.0320928,0.055138,-0.61101,1.1950128,-0.4861508,-0.042732,-0.0348972
79,0.0437204,-0.5228076,1.0034992,-0.3825684,-0.0337432,-0.0278328,0.0481888,-0.6040932,1.1805852,-0.4785768,-0.0373604,-0.0304844
80,0.036544,-0.5275084,1.0125312,-0.3868604,-0.0281904,-0.0232832,0.0407884,-0.5965128,1.1648004,-0.4703076,-0.03164,-0.0257852
81,0.0289904,-0.533566,1.024462,-0.3927012,-0.0223468,-0.0184924,0.0330548,-0.5888156,1.1488136,-0.4619552,-0.0256616,-0.0208748
82,0.021144,-0.5407252,1.0387808,-0.399836,-0.0162776,-0.0135144,0.0250868,-0.5812128,1.1330568,-0.4537416,-0.0195012,-0.015816
83,0.0131,-0.548552,1.05458,-0.4077908,-0.0100568,-0.0084096,0.016966,-0.5736708,1.1174284,-0.4456004,-0.0132216,-0.0106604
84,0.0049664,-0.5564924,1.0706924,-0.4159508,-0.0037676,-0.0032464,0.0087736,-0.5661372,1.1017824,-0.437438,-0.0068868,-0.0054608
85,-0.0031576,-0.5643764,1.0867616,-0.4241288,0.0025128,0.0019116,0.000600400000000001,-0.5586064,1.0860988,-0.42924,-0.000565199999999997,-0.000273600000000001
86,-0.0112044,-0.5721888,1.1027612,-0.4323144,0.0087328,0.0070216,-0.007486,-0.5510856,1.0703924,-0.421016,0.00569,0.0048572
87,-0.0190952,-0.5799164,1.118666,-0.4404956,0.0148316,0.0120336,-0.0154064,-0.5435848,1.054688,-0.41278,0.0118176,0.0098808
88,-0.0267484,-0.5875672,1.1345076,-0.4486948,0.020746,0.0168952,-0.0230692,-0.5362852,1.039376,-0.4047432,0.0177468,0.0147392
89,-0.03404,-0.5951796,1.150404,-0.4569932,0.02638,0.0215276,-0.0303192,-0.5297296,1.0256228,-0.397532,0.0233576,0.019334
90,-0.0409292,-0.6028036,1.1664868,-0.46547,0.0317024,0.0259052,-0.0371084,-0.524338,1.0143272,-0.391624,0.0286136,0.0236352
91,-0.0473152,-0.6102088,1.1822792,-0.4738772,0.0366348,0.029964,-0.0433516,-0.5203468,1.0059804,-0.3872716,0.033448,0.027588
92,-0.0530824,-0.6168552,1.196628,-0.4816004,0.0410884,0.03363,-0.0489692,-0.5177876,1.000616,-0.3844752,0.0377996,0.0311424
93,-0.0581256,-0.6223272,1.2086344,-0.4881544,0.0449816,0.0368372,-0.0538844,-0.5165036,0.9978736,-0.3830296,0.0416088,0.0342508
94,-0.062354,-0.6263472,1.2176728,-0.4931908,0.0482444,0.039528,-0.058024,-0.5160984,0.996894,-0.38247,0.0448184,0.0368664
95,-0.065694,-0.6288032,1.2234504,-0.4965276,0.0508196,0.0416556,-0.06132,-0.5159272,0.9963036,-0.3820648,0.0473752,0.0389464
96,-0.0680856,-0.6298448,1.2262576,-0.4983052,0.0526608,0.043182,-0.0636988,-0.5157892,0.995684,-0.3815944,0.0492228,0.0404448
97,-0.0694844,-0.629914,1.2270248,-0.4990108,0.053734,0.0440796,-0.0651004,-0.5157472,0.9951964,-0.381156,0.0503148,0.0413236
98,-0.0698668,-0.6296856,1.2271736,-0.49939,0.0540204,0.0443332,-0.0654884,-0.51587,0.9950328,-0.3808716,0.050622,0.0415604
99,-0.0692228,-0.6293276,1.2270584,-0.4996292,0.0535132,0.043936,-0.0648512,-0.5161756,0.9952412,-0.3807712,0.0501368,0.0411472
100,-0.0675668,-0.6288408,1.226678,-0.4997272,0.0522228,0.0428976,-0.0632036,-0.5166596,0.9958128,-0.38085,0.0488696,0.040094
101,-0.0649404,-0.6282252,1.2260324,-0.4996844,0.050182,0.041244,-0.0605864,-0.5173116,0.9967232,-0.3810964,0.0468524,0.038426
102,-0.061404,-0.6272112,1.2245428,-0.4991944,0.0474376,0.0390132,-0.0570652,-0.5180908,0.997866,-0.381446,0.044136,0.0361848
103,-0.057018,-0.6251376,1.220794,-0.497504,0.0440364,0.0362432,-0.052718,-0.5189184,0.9990236,-0.381762,0.0407808,0.03342
104,-0.0518512,-0.6216252,1.2139684,-0.4941752,0.0400316,0.0329776,-0.0476324,-0.5197304,1.0000336,-0.3819476,0.0368544,0.030186
105,-0.0459824,-0.6165936,1.2039092,-0.4891328,0.0354844,0.0292656,-0.0418924,-0.5208552,1.0015896,-0.3823708,0.032422,0.0265372
106,-0.0394952,-0.6102036,1.1909908,-0.4825896,0.0304596,0.0251592,-0.035566,-0.52291,1.0050248,-0.3837476,0.027536,0.022516
107,-0.0324812,-0.6027724,1.1758968,-0.4749132,0.0250288,0.0207172,-0.0287204,-0.526244,1.0111108,-0.3865036,0.022248,0.0181656
108,-0.0250424,-0.5947496,1.1595764,-0.4666048,0.0192704,0.0160036,-0.0214248,-0.5309724,1.0201384,-0.3908148,0.0166112,0.0135296
109,-0.0172912,-0.5866844,1.14318,-0.4582668,0.013272,0.01109,-0.0137548,-0.5370244,1.0320084,-0.3966548,0.0106852,0.0086564
110,-0.0093312,-0.5787212,1.1269892,-0.4500384,0.0071136,0.0060424,-0.005808,-0.5441136,1.0461372,-0.4037268,0.004544,0.0036076
111,-0.001234,-0.5708256,1.1108996,-0.4418488,0.00085,0.000906000000000002,0.0023248,-0.5517908,1.0615828,-0.4115364,-0.001742,-0.0015584
112,0.0069192,-0.5629488,1.0947716,-0.4336072,-0.005456,-0.0042676,0.0105312,-0.55952,1.0772144,-0.4194864,-0.008086,-0.00677
113,0.01505,-0.5550912,1.0786,-0.4253084,-0.0117436,-0.0094284,0.0187268,-0.5671892,1.0927992,-0.4274548,-0.0144224,-0.0119732
114,0.0230808,-0.5472648,1.062412,-0.4169676,-0.0179528,-0.0145264,0.0268336,-0.5747864,1.108316,-0.435432,-0.0206912,-0.0171184
115,0.030932,-0.5394816,1.0462368,-0.4086016,-0.0240224,-0.019512,0.0347724,-0.5823008,1.1237452,-0.443408,-0.0268316,-0.0221556
116,0.0385096,-0.5319948,1.0306212,-0.4005044,-0.0298796,-0.0243244,0.0424608,-0.5897512,1.1391444,-0.4514212,-0.03278,-0.027032
117,0.0457064,-0.5253468,1.016732,-0.3933012,-0.0354416,-0.0288956,0.0498136,-0.5971908,1.1546612,-0.4595656,-0.03847,-0.0316928
118,0.052428,-0.519934,1.0054236,-0.3874488,-0.0406352,-0.0331656,0.0567424,-0.6046504,1.1703884,-0.4679004,-0.043834,-0.0360832
119,0.0585884,-0.5159604,0.9971172,-0.3831632,-0.0453944,-0.0370796,0.0631364,-0.611818,1.1856716,-0.4760816,-0.0487856,-0.040132
120,0.0641064,-0.5134332,0.991802,-0.3804232,-0.0496564,-0.0405864,0.0688752,-0.6181696,1.1993908,-0.4835112,-0.0532312,-0.0437632
121,0.068904,-0.5121652,0.9890612,-0.3789972,-0.0533608,-0.0436364,0.073852,-0.6233116,1.210692,-0.4897256,-0.0570884,-0.0469096
122,0.0729064,-0.5117232,0.9879664,-0.3783868,-0.05645,-0.0461824,0.0779776,-0.6269924,1.219002,-0.4944024,-0.0602884,-0.0495148
123,0.076044,-0.511466,0.9871592,-0.3778724,-0.0588696,-0.04818,0.0811832,-0.6291344,1.2241008,-0.4973976,-0.0627768,-0.051536
124,0.078246,-0.5112788,0.9864072,-0.377334,-0.060566,-0.0495844,0.0834152,-0.6299336,1.2263852,-0.49891,-0.0645128,-0.0529392
125,0.0794592,-0.5112288,0.985884,-0.3768756,-0.0614972,-0.0503624,0.0846404,-0.6298788,1.2268816,-0.4994764,-0.0654696,-0.0537044
126,0.0796552,-0.5113828,0.9857752,-0.3766156,-0.0616412,-0.050496,0.0848432,-0.6296244,1.2269696,-0.4998216,-0.0656352,-0.053822
127,0.0788288,-0.5117516,0.9861096,-0.3765708,-0.060994,-0.0499816,0.0840204,-0.6292728,1.2268636,-0.5000572,-0.0650072,-0.0532896
128,0.0770004,-0.5123288,0.9868732,-0.3767348,-0.0595716,-0.0488324,0.0821924,-0.6288236,1.2265612,-0.500182,-0.0636016,-0.0521208
129,0.0742156,-0.5131008,0.988036,-0.3770932,-0.0574088,-0.0470772,0.0794052,-0.6282764,1.2260596,-0.5001952,-0.061454,-0.050344
130,0.0705412,-0.514016,0.9894592,-0.3775608,-0.0545576,-0.0447584,0.0757172,-0.6272596,1.224564,-0.4996756,-0.0586088,-0.0479964
131,0.066056,-0.5149928,0.9909212,-0.3780012,-0.0510792,-0.0419248,0.0711844,-0.6251356,1.2207076,-0.497896,-0.0551104,-0.0451128
132,0.0608488,-0.51597,0.9922692,-0.378324,-0.0470432,-0.0386332,0.0658748,-0.6215632,1.213754,-0.494462,-0.0510112,-0.0417368
133,0.0550036,-0.51738,0.9944224,-0.3790184,-0.042514,-0.0349356,0.0598676,-0.6165012,1.2036364,-0.4893488,-0.046372,-0.037918
134,0.0485904,-0.5197996,0.9986268,-0.380756,-0.0375468,-0.0308768,0.0532456,-0.6101312,1.1907696,-0.4827904,-0.0412572,-0.0337092
135,0.0416776,-0.5235376,1.0055728,-0.3839204,-0.032194,-0.0264996,0.0461024,-0.6027872,1.17587,-0.4751708,-0.0357392,-0.0291696
136,0.0343372,-0.5286788,1.0154848,-0.3886532,-0.0265112,-0.0218492,0.0385456,-0.5949344,1.1599192,-0.4670076,-0.0299004,-0.024368
137,0.0266472,-0.5351232,1.0282012,-0.3948944,-0.0205588,-0.0169752,0.0306928,-0.5871016,1.144022,-0.4588804,-0.0238316,-0.0193788
138,0.018694,-0.5425568,1.0430764,-0.4023124,-0.0144044,-0.0119324,0.0226332,-0.5793724,1.12833,-0.4508588,-0.0176024,-0.0142592
139,0.0105772,-0.550504,1.0591104,-0.4103832,-0.00812440000000001,-0.0067844,0.014448,-0.5717076,1.112726,-0.4428656,-0.0112748,-0.0090608
140,0.0024032,-0.558458,1.075234,-0.4185424,-0.0018012,-0.0015984,0.006218,-0.5640592,1.097076,-0.4348148,-0.004912,-0.0038356
141,-0.0057472,-0.5663484,1.0913036,-0.4267164,0.0045024,0.0035736,-0.001978,-0.5564316,1.0813848,-0.426708,0.0014264,0.0013668
142,-0.0137956,-0.5741612,1.1072936,-0.4348932,0.010726,0.0086824,-0.0100624,-0.5488344,1.0656756,-0.4185588,0.0076792,0.0064964
143,-0.0216628,-0.5818836,1.1231796,-0.4430616,0.0168084,0.0136772,-0.0179556,-0.541278,1.0499728,-0.4103828,0.0137856,0.0115028
144,-0.029266,-0.5895432,1.139042,-0.4512736,0.0226856,0.0185052,-0.0255556,-0.534094,1.0349924,-0.4025644,0.0196668,0.0163212
145,-0.0365184,-0.5971884,1.155018,-0.4596184,0.0282908,0.0231112,-0.0327524,-0.5278056,1.0218604,-0.395708,0.0252372,0.0208816
146,-0.0433316,-0.6048372,1.1711696,-0.4681396,0.0335556,0.0274392,-0.0394512,-0.5227844,1.0113772,-0.3902428,0.0304236,0.025124
147,-0.049594,-0.6120976,1.1866708,-0.4764008,0.0383936,0.031418,-0.0455652,-0.5192,1.003886,-0.3863404,0.0351592,0.028994
148,-0.0551912,-0.6184616,1.2004352,-0.483822,0.042716,0.0349752,-0.0510156,-0.517032,0.9993176,-0.38395,0.039382,0.0324416
149,-0.0600208,-0.6235524,1.21164,-0.489956,0.0464448,0.038046,-0.0557264,-0.516058,0.9971812,-0.3828016,0.0430336,0.0354188
150,-0.064038,-0.6271364,1.2197504,-0.4945016,0.0495448,0.040602,-0.0596656,-0.5157912,0.9964384,-0.3823424,0.0460884,0.0379064
